wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 4.46; 16; Agosto; Columbia, South Carolina; 111.38; 06; Agosto; Phoenix, Arizona; 1.65
04804; Columbus, Ohio; 1.71
03954; Oklahoma City, Oklahoma; 2.88
23049; Santa Fe, Nuovo Messico; 1.36
24018; Cheyenne, Wyoming; 1.13
14739; Boston, Massachusetts; 1.63
24131; Boise, Idaho; 0.41
24011; Bismark, North Dakota; 1.22
14939; Lincoln, Nebraska; 0.99
13883; Columbia, South Carolina; 6.41
14735; Albany, New York; 2.35
13722; Raleigh, North Carolina; 4.08
13920; Topeka, Kansas; 3.18
93822; Springfield, Illinois; 0.32
24025; Pierre, South Dakota; 2.16
93067; Denver, Colorado; 2.72
22521; Honolulu, Hawaii; 0.27
24227; Olympia, Washington; 1.68
03940; Jackson, Mississippi; 2.65
03184; Phoenix, Arizona; 1.33
24144; Helena, Montana; 1.45
13895; Montgomery, Alabama; 3.48
14740; Hartford, Connecticut; 5.81
13970; Baton Rouge, Louisiana; 2.86
94705; Montpelier, Vermont; 2.13
13897; Nashville, Tennessee; 1.75
14745; Concord, New Hampshire; 1.79
14792; Trenton, New Jersey; 3.42
03930; Little Rock, Arkansas; 1.60
14836; Lansing, Michigan; 3.96
14837; Madison, Wisconsin; 1.32
53841; Frankfort, Kentucky; 1.34
23185; Carson City, Nevada; 0.79
24232; Salem, Oregon; 0.42
93805; Tallahassee, Florida; 7.21
12971; Austin, Texas; 0.54
53842; Indianapolis, Indiana; 1.47
13740; Richmond, Virginia; 6.36
13866; Charleston, Virginia Occidentale; 3.66
14711; Harrisburg, Pennsylvania; 2.76
23232; Sacramento, California; 0.01
03888; Atlanta, Georgia; 2.54
24127; Salt Lake City, Utah; 0.22
03963; Jefferson City, Missouri; 1.67
14605; Augusta, Maine; 4.83
13752; Annapolis, Maryland; 1.61
14765; Providence, Rhode Island; 3.31
14922; Saint Paul, Minnesota; 1.72
54902; Des Moines, Iowa; 0.42
