wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 7.52; 22; Dicembre; Montgomery, Alabama; 132.08; 30; Dicembre; Augusta, Maine; 1.65
04804; Columbus, Ohio; 2.65
03954; Oklahoma City, Oklahoma; 0.90
23049; Santa Fe, Nuovo Messico; 0.24
24018; Cheyenne, Wyoming; 0.39
14739; Boston, Massachusetts; 4.02
24131; Boise, Idaho; 0.80
24011; Bismark, North Dakota; 1.39
14939; Lincoln, Nebraska; 0.32
13883; Columbia, South Carolina; 5.03
14735; Albany, New York; 3.34
13722; Raleigh, North Carolina; 5.04
13920; Topeka, Kansas; 0.33
93822; Springfield, Illinois; 1.36
24025; Pierre, South Dakota; 0.80
93067; Denver, Colorado; 0.45
22521; Honolulu, Hawaii; 3.13
24227; Olympia, Washington; 1.81
03940; Jackson, Mississippi; 3.81
03184; Phoenix, Arizona; 0.39
24144; Helena, Montana; 0.42
13895; Montgomery, Alabama; 7.46
14740; Hartford, Connecticut; 3.45
13970; Baton Rouge, Louisiana; 3.26
94705; Montpelier, Vermont; 3.09
13897; Nashville, Tennessee; 6.68
14745; Concord, New Hampshire; 3.02
14792; Trenton, New Jersey; 3.65
03930; Little Rock, Arkansas; 6.43
14836; Lansing, Michigan; 2.34
14837; Madison, Wisconsin; 1.91
53841; Frankfort, Kentucky; 4.19
23185; Carson City, Nevada; 0.45
24232; Salem, Oregon; 1.25
93805; Tallahassee, Florida; 4.12
12971; Austin, Texas; 0.37
53842; Indianapolis, Indiana; 3.20
13740; Richmond, Virginia; 5.17
13866; Charleston, Virginia Occidentale; 5.51
14711; Harrisburg, Pennsylvania; 3.28
23232; Sacramento, California; 0.37
03888; Atlanta, Georgia; 5.90
24127; Salt Lake City, Utah; 1.64
03963; Jefferson City, Missouri; 1.50
14605; Augusta, Maine; 2.54
13752; Annapolis, Maryland; 4.20
14765; Providence, Rhode Island; 4.23
14922; Saint Paul, Minnesota; 1.79
54902; Des Moines, Iowa; 0.70
