wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 5.97; 27; Aprile; Nashville, Tennessee; 84.45; 25; Aprile; Lansing, Michigan; 1.52
04804; Columbus, Ohio; 3.06
03954; Oklahoma City, Oklahoma; 5.41
23049; Santa Fe, Nuovo Messico; 0.11
24018; Cheyenne, Wyoming; 2.55
14739; Boston, Massachusetts; 1.42
24131; Boise, Idaho; 0.81
24011; Bismark, North Dakota; 1.79
14939; Lincoln, Nebraska; 3.62
13883; Columbia, South Carolina; 4.05
14735; Albany, New York; 2.57
13722; Raleigh, North Carolina; 3.69
13920; Topeka, Kansas; 2.32
93822; Springfield, Illinois; 4.58
24025; Pierre, South Dakota; 1.44
93067; Denver, Colorado; 1.08
22521; Honolulu, Hawaii; 1.69
24227; Olympia, Washington; 4.11
03940; Jackson, Mississippi; 4.12
03184; Phoenix, Arizona; 0.07
24144; Helena, Montana; 0.86
13895; Montgomery, Alabama; 3.42
14740; Hartford, Connecticut; 2.21
13970; Baton Rouge, Louisiana; 5.37
94705; Montpelier, Vermont; 1.88
13897; Nashville, Tennessee; 6.60
14745; Concord, New Hampshire; 1.67
14792; Trenton, New Jersey; 2.07
03930; Little Rock, Arkansas; 3.96
14836; Lansing, Michigan; 7.02
14837; Madison, Wisconsin; 5.30
53841; Frankfort, Kentucky; 3.11
23185; Carson City, Nevada; 0.19
24232; Salem, Oregon; 2.22
93805; Tallahassee, Florida; 3.83
12971; Austin, Texas; 1.11
53842; Indianapolis, Indiana; 5.65
13740; Richmond, Virginia; 2.60
13866; Charleston, Virginia Occidentale; 1.60
14711; Harrisburg, Pennsylvania; 2.06
23232; Sacramento, California; 0.61
03888; Atlanta, Georgia; 4.06
24127; Salt Lake City, Utah; 1.85
03963; Jefferson City, Missouri; 7.32
14605; Augusta, Maine; 1.62
13752; Annapolis, Maryland; 2.05
14765; Providence, Rhode Island; 1.59
14922; Saint Paul, Minnesota; 4.28
54902; Des Moines, Iowa; 5.30
