wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 4.11; 22; Luglio; Montgomery, Alabama; 93.98; 30; Luglio; Frankfort, Kentucky; 1.52
04804; Columbus, Ohio; 4.92
03954; Oklahoma City, Oklahoma; 7.98
23049; Santa Fe, Nuovo Messico; 1.92
24018; Cheyenne, Wyoming; 1.51
14739; Boston, Massachusetts; 3.17
24131; Boise, Idaho; 0.08
24011; Bismark, North Dakota; 1.43
14939; Lincoln, Nebraska; 0.91
13883; Columbia, South Carolina; 9.18
14735; Albany, New York; 4.59
13722; Raleigh, North Carolina; 2.86
13920; Topeka, Kansas; 2.06
93822; Springfield, Illinois; 2.81
24025; Pierre, South Dakota; 2.19
93067; Denver, Colorado; 0.67
22521; Honolulu, Hawaii; 0.59
24227; Olympia, Washington; 0.03
03940; Jackson, Mississippi; 2.43
03184; Phoenix, Arizona; 0.49
24144; Helena, Montana; 0.75
13895; Montgomery, Alabama; 7.94
14740; Hartford, Connecticut; 3.62
13970; Baton Rouge, Louisiana; 3.93
94705; Montpelier, Vermont; 5.01
13897; Nashville, Tennessee; 5.54
14745; Concord, New Hampshire; 5.64
14792; Trenton, New Jersey; 4.63
03930; Little Rock, Arkansas; 2.90
14836; Lansing, Michigan; 1.60
14837; Madison, Wisconsin; 3.38
53841; Frankfort, Kentucky; 6.44
23185; Carson City, Nevada; 0.27
24232; Salem, Oregon; 0.06
93805; Tallahassee, Florida; 12.57
12971; Austin, Texas; 2.50
53842; Indianapolis, Indiana; 1.65
13740; Richmond, Virginia; 4.89
13866; Charleston, Virginia Occidentale; 6.04
14711; Harrisburg, Pennsylvania; 4.46
23232; Sacramento, California; 0.01
03888; Atlanta, Georgia; 11.19
24127; Salt Lake City, Utah; 1.07
03963; Jefferson City, Missouri; 3.35
14605; Augusta, Maine; 2.73
13752; Annapolis, Maryland; 3.50
14765; Providence, Rhode Island; 2.13
14922; Saint Paul, Minnesota; 2.99
54902; Des Moines, Iowa; 0.96
