wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 6.28; 25; Novembre; Jackson, Mississippi; 98.93; 11; Novembre; Columbus, Ohio; 1.52
04804; Columbus, Ohio; 1.78
03954; Oklahoma City, Oklahoma; 0.92
23049; Santa Fe, Nuovo Messico; 1.94
24018; Cheyenne, Wyoming; 0.20
14739; Boston, Massachusetts; 2.49
24131; Boise, Idaho; 1.24
24011; Bismark, North Dakota; 0.19
14939; Lincoln, Nebraska; 1.10
13883; Columbia, South Carolina; 1.82
14735; Albany, New York; 2.01
13722; Raleigh, North Carolina; 2.62
13920; Topeka, Kansas; 0.94
93822; Springfield, Illinois; 1.08
24025; Pierre, South Dakota; 0.20
93067; Denver, Colorado; 0.16
22521; Honolulu, Hawaii; 1.85
24227; Olympia, Washington; 4.24
03940; Jackson, Mississippi; 5.77
03184; Phoenix, Arizona; 1.72
24144; Helena, Montana; 0.20
13895; Montgomery, Alabama; 2.02
14740; Hartford, Connecticut; 3.65
13970; Baton Rouge, Louisiana; 1.56
94705; Montpelier, Vermont; 2.84
13897; Nashville, Tennessee; 2.26
14745; Concord, New Hampshire; 2.72
14792; Trenton, New Jersey; 2.84
03930; Little Rock, Arkansas; 0.00
14836; Lansing, Michigan; 1.83
14837; Madison, Wisconsin; 2.06
53841; Frankfort, Kentucky; 2.36
23185; Carson City, Nevada; 0.47
24232; Salem, Oregon; 2.56
93805; Tallahassee, Florida; 3.84
12971; Austin, Texas; 0.80
53842; Indianapolis, Indiana; 1.96
13740; Richmond, Virginia; 2.69
13866; Charleston, Virginia Occidentale; 2.89
14711; Harrisburg, Pennsylvania; 2.24
23232; Sacramento, California; 0.82
03888; Atlanta, Georgia; 1.82
24127; Salt Lake City, Utah; 0.74
03963; Jefferson City, Missouri; 1.24
14605; Augusta, Maine; 3.30
13752; Annapolis, Maryland; 2.74
14765; Providence, Rhode Island; 4.11
14922; Saint Paul, Minnesota; 0.56
54902; Des Moines, Iowa; 1.35
