wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 7.19; 08; Gennaio; Baton Rouge, Louisiana; 83.18; 22; Gennaio; Concord, New Hampshire; 1.65
04804; Columbus, Ohio; 1.77
03954; Oklahoma City, Oklahoma; 0.87
23049; Santa Fe, Nuovo Messico; 0.30
24018; Cheyenne, Wyoming; 0.20
14739; Boston, Massachusetts; 1.18
24131; Boise, Idaho; 1.33
24011; Bismark, North Dakota; 0.54
14939; Lincoln, Nebraska; 0.57
13883; Columbia, South Carolina; 1.16
14735; Albany, New York; 1.76
13722; Raleigh, North Carolina; 2.75
13920; Topeka, Kansas; 0.55
93822; Springfield, Illinois; 2.41
24025; Pierre, South Dakota; 0.60
93067; Denver, Colorado; 0.25
22521; Honolulu, Hawaii; 2.46
24227; Olympia, Washington; 3.47
03940; Jackson, Mississippi; 7.19
03184; Phoenix, Arizona; 1.64
24144; Helena, Montana; 2.21
13895; Montgomery, Alabama; 2.96
14740; Hartford, Connecticut; 1.60
13970; Baton Rouge, Louisiana; 12.25
94705; Montpelier, Vermont; 1.61
13897; Nashville, Tennessee; 5.98
14745; Concord, New Hampshire; 1.43
14792; Trenton, New Jersey; 2.39
03930; Little Rock, Arkansas; 3.40
14836; Lansing, Michigan; 3.58
14837; Madison, Wisconsin; 2.90
53841; Frankfort, Kentucky; 4.22
23185; Carson City, Nevada; 0.19
24232; Salem, Oregon; 1.54
93805; Tallahassee, Florida; 0.84
12971; Austin, Texas; 1.89
53842; Indianapolis, Indiana; 4.01
13740; Richmond, Virginia; 4.54
13866; Charleston, Virginia Occidentale; 3.88
14711; Harrisburg, Pennsylvania; 2.84
23232; Sacramento, California; 0.86
03888; Atlanta, Georgia; 5.12
24127; Salt Lake City, Utah; 1.59
03963; Jefferson City, Missouri; 2.20
14605; Augusta, Maine; 1.02
13752; Annapolis, Maryland; 2.11
14765; Providence, Rhode Island; 1.82
14922; Saint Paul, Minnesota; 1.20
54902; Des Moines, Iowa; 0.70
