wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 3.15; 07; Giugno; Raleigh, North Carolina; 131.32; 03; Giugno; Charleston, Virginia Occidentale; 1.52
04804; Columbus, Ohio; 2.96
03954; Oklahoma City, Oklahoma; 4.90
23049; Santa Fe, Nuovo Messico; 0.49
24018; Cheyenne, Wyoming; 0.22
14739; Boston, Massachusetts; 9.04
24131; Boise, Idaho; 0.44
24011; Bismark, North Dakota; 2.45
14939; Lincoln, Nebraska; 2.23
13883; Columbia, South Carolina; 5.22
14735; Albany, New York; 7.56
13722; Raleigh, North Carolina; 8.71
13920; Topeka, Kansas; 2.32
93822; Springfield, Illinois; 2.03
24025; Pierre, South Dakota; 2.63
93067; Denver, Colorado; 1.10
22521; Honolulu, Hawaii; 0.61
24227; Olympia, Washington; 1.84
03940; Jackson, Mississippi; 4.41
03184; Phoenix, Arizona; 0.00
24144; Helena, Montana; 1.78
13895; Montgomery, Alabama; 3.32
14740; Hartford, Connecticut; 9.17
13970; Baton Rouge, Louisiana; 5.55
94705; Montpelier, Vermont; 7.25
13897; Nashville, Tennessee; 3.98
14745; Concord, New Hampshire; 5.93
14792; Trenton, New Jersey; 8.78
03930; Little Rock, Arkansas; 1.13
14836; Lansing, Michigan; 6.89
14837; Madison, Wisconsin; 9.45
53841; Frankfort, Kentucky; 5.60
23185; Carson City, Nevada; 0.18
24232; Salem, Oregon; 1.03
93805; Tallahassee, Florida; 6.16
12971; Austin, Texas; 0.71
53842; Indianapolis, Indiana; 4.37
13740; Richmond, Virginia; 5.75
13866; Charleston, Virginia Occidentale; 6.22
14711; Harrisburg, Pennsylvania; 3.45
23232; Sacramento, California; 0.25
03888; Atlanta, Georgia; 5.47
24127; Salt Lake City, Utah; 0.01
03963; Jefferson City, Missouri; 2.28
14605; Augusta, Maine; 6.73
13752; Annapolis, Maryland; 7.73
14765; Providence, Rhode Island; 8.84
14922; Saint Paul, Minnesota; 4.54
54902; Des Moines, Iowa; 3.29
