wban_mensile; country_state; rain; rainiest_day; rainiest_month; rainiest_country_state; rainiest_value; less_rainy_day; less_rainy_month; less_rainy_country_state; less_rainy_value
25309; Juneau, Alaska; 7.13; 22; Febbraio; Tallahassee, Florida; 106.43; 11; Febbraio; Richmond, Virginia; 1.52
04804; Columbus, Ohio; 1.58
03954; Oklahoma City, Oklahoma; 2.25
23049; Santa Fe, Nuovo Messico; 0.19
24018; Cheyenne, Wyoming; 0.75
14739; Boston, Massachusetts; 3.71
24131; Boise, Idaho; 0.75
24011; Bismark, North Dakota; 0.68
14939; Lincoln, Nebraska; 0.61
13883; Columbia, South Carolina; 5.11
14735; Albany, New York; 2.15
13722; Raleigh, North Carolina; 3.88
13920; Topeka, Kansas; 1.22
93822; Springfield, Illinois; 2.84
24025; Pierre, South Dakota; 0.53
93067; Denver, Colorado; 0.80
22521; Honolulu, Hawaii; 1.25
24227; Olympia, Washington; 4.01
03940; Jackson, Mississippi; 8.17
03184; Phoenix, Arizona; 0.31
24144; Helena, Montana; 0.43
13895; Montgomery, Alabama; 12.20
14740; Hartford, Connecticut; 6.48
13970; Baton Rouge, Louisiana; 6.91
94705; Montpelier, Vermont; 1.98
13897; Nashville, Tennessee; 2.40
14745; Concord, New Hampshire; 3.49
14792; Trenton, New Jersey; 1.92
03930; Little Rock, Arkansas; 4.30
14836; Lansing, Michigan; 2.26
14837; Madison, Wisconsin; 2.81
53841; Frankfort, Kentucky; 1.71
23185; Carson City, Nevada; 0.01
24232; Salem, Oregon; 1.49
93805; Tallahassee, Florida; 5.97
12971; Austin, Texas; 0.26
53842; Indianapolis, Indiana; 2.44
13740; Richmond, Virginia; 2.54
13866; Charleston, Virginia Occidentale; 2.16
14711; Harrisburg, Pennsylvania; 2.03
23232; Sacramento, California; 0.37
03888; Atlanta, Georgia; 6.24
24127; Salt Lake City, Utah; 1.03
03963; Jefferson City, Missouri; 3.43
14605; Augusta, Maine; 2.15
13752; Annapolis, Maryland; 1.93
14765; Providence, Rhode Island; 4.78
14922; Saint Paul, Minnesota; 1.45
54902; Des Moines, Iowa; 1.51
